51.222.253.20 - - [12/Mar/2022:00:07:44 +0000] "GET / HTTP/1.1" 500 6979 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/img/teacher.png HTTP/1.1" 200 4958 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/img/rlogo.png HTTP/1.1" 200 107734 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:44 +0000] "GET /assets/website/img/2.png HTTP/1.1" 200 639510 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:44 +0000] "GET /assets/website/img/3.png HTTP/1.1" 200 1050788 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:45 +0000] "GET /assets/website/img/favicon.png HTTP/1.1" 200 26360 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:54 +0000] "GET / HTTP/1.1" 200 12630 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/jquery.min.js HTTP/1.1" 200 31160 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/animation.css HTTP/1.1" 200 4272 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/date-picker.css HTTP/1.1" 200 2419 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/bootstrap.min.css HTTP/1.1" 200 19447 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/select2.css HTTP/1.1" 200 7650 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/slick.css HTTP/1.1" 200 6076 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/slick-theme.css HTTP/1.1" 200 6359 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/themify.css HTTP/1.1" 200 3237 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/morris.css HTTP/1.1" 200 609 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/font-awesome.css HTTP/1.1" 200 12603 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/flaticon.css HTTP/1.1" 200 1404 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/plugins/summernote.min.css HTTP/1.1" 200 3992 "https://arkdes.in/assets/website/css/styles.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/bootstrap.min.js HTTP/1.1" 200 13420 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/select2.min.js HTTP/1.1" 200 19868 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/slick.js HTTP/1.1" 200 10610 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/daterangepicker.js HTTP/1.1" 200 7395 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/metisMenu.min.js HTTP/1.1" 200 1179 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/moment.min.js HTTP/1.1" 200 17486 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/summernote.min.js HTTP/1.1" 200 37833 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/js/custom.js HTTP/1.1" 200 3642 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/fonts/fa-brands-400.woff2 HTTP/1.1" 200 74929 "https://arkdes.in/assets/website/css/plugins/font-awesome.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/fonts/fa-solid-900.woff2 HTTP/1.1" 200 75861 "https://arkdes.in/assets/website/css/plugins/font-awesome.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:55 +0000] "GET /assets/website/css/fonts/themify.woff?-fvbane HTTP/1.1" 200 56505 "https://arkdes.in/assets/website/css/plugins/themify.css" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
::1 - - [12/Mar/2022:04:35:02 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
103.156.236.169 - - [12/Mar/2022:04:35:04 +0000] "GET /login HTTP/1.1" 200 5831 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:35:09 +0000] "GET /signup HTTP/1.1" 200 5172 "https://arkdes.in/login" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
::1 - - [12/Mar/2022:04:39:38 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
103.156.236.169 - - [12/Mar/2022:04:40:54 +0000] "GET / HTTP/1.1" 200 12758 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:40:54 +0000] "GET / HTTP/1.1" 200 12630 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:00 +0000] "GET /assets/website/img/3.png HTTP/1.1" 200 1051352 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:01 +0000] "GET /courses HTTP/1.1" 200 6362 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:02 +0000] "POST /courses/fetchcourses HTTP/1.1" 200 1990 "https://arkdes.in/courses" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:03 +0000] "GET /blogs HTTP/1.1" 200 5539 "https://arkdes.in/courses" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:03 +0000] "POST /blogs/fetch_blogs HTTP/1.1" 200 1337 "https://arkdes.in/blogs" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:04 +0000] "GET /about HTTP/1.1" 200 5704 "https://arkdes.in/blogs" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:04 +0000] "GET /assets/website/css/plugins/ajax-loader.gif HTTP/1.1" 200 45405 "https://arkdes.in/assets/website/css/plugins/slick-theme.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:05 +0000] "GET /assets/website/css/fonts/slick.woff HTTP/1.1" 200 2251 "https://arkdes.in/assets/website/css/plugins/slick-theme.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:41:07 +0000] "GET /contact HTTP/1.1" 200 5615 "https://arkdes.in/about" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
